SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
59,2,28582,288,8,0.0,0.0,2018-02-06 13:35:06.430,ARHEMHP05V6VJCUROJKS
60,20,43835,393,12,0.0,0.0,2018-02-07 08:00:55.790,HE8H3DBX4GMHBH57PX54
61,3,13816,83,4,0.0,0.0,2018-02-27 06:10:02.760,SM7KZIRSW039RSD8XJ4E
62,9,1193,225,1,0.0,0.0,2018-01-19 01:05:51.360,1EKE7VOKZLFN0PS0X3VK
63,16,12032,361,4,0.0,0.0,2018-01-02 13:22:15.770,7FI7JOSYRE1Q3Q7N5SM2
64,12,11652,34,3,0.2,0.0,2018-01-16 17:10:01.800,XENLR2K80F8TXTZ16N7V
65,18,76336,349,20,0.0,0.0,2018-01-16 05:16:04.440,77EXXYLDRB8HXA0VMSL8
66,6,19976,282,6,0.2,0.0,2018-04-10 17:01:53.800,RYSW5X8MY4F6LQ79NT4Z
67,3,83968,446,22,0.0,0.0,2018-01-27 02:13:33.150,84ZB0IY5KVMNWF8L1S1D
68,19,11207,46,3,0.0,0.0,2018-04-20 16:18:08.600,T6TBBKTMYYH9VJUTK4E9
69,6,56472,39,15,0.0,0.0,2018-01-15 15:19:15.050,D9TJPAYNM12M4EX60PY5
70,16,98247,437,25,0.0,0.0,2018-03-15 18:18:46.310,MW4E0WESGOM3AFX0RLAU
71,19,40719,362,11,0.2,0.0,2018-05-09 07:55:43.540,BXEMQ4XMJEG4WRDO5OEK
72,22,42673,294,11,0.0,0.0,2018-02-23 04:28:36.320,6CFIUZ0693OALBYQR9RH
73,11,34122,313,9,0.0,0.0,2018-02-25 17:43:34.760,W96ZDOJBMXVA35LZ4W5W
74,21,79380,83,21,0.0,0.0,2018-02-14 13:41:06.790,ABSUAFFYDEM3P939JGAG
75,1,27404,62,7,0.0,0.0,2018-04-14 16:27:40.500,M6SZI5DRNCMKPMYE4384
76,2,77993,161,20,0.0,0.0,2018-02-05 19:04:30.630,8I97DVHPKGUGMO4ZUSA1
77,4,47514,227,13,0.1,0.0,2018-04-12 20:59:36.810,Q1ZJ0N4UED2CGDOIS49V
78,13,64482,371,17,0.0,0.0,2018-03-04 01:29:16.210,2WS42XTEAAY26IG9ND8D
79,18,39693,393,11,0.0,0.0,2018-03-26 05:26:17.630,53R35AGH1N066N57FXPA
80,18,17225,374,5,0.0,0.0,2018-02-21 20:19:40.170,4249AV784R1H5WT10XND
81,10,803,415,1,0.0,0.0,2018-01-23 11:57:22.280,8NYV0UA28FJ3F10NUUF8
82,18,45217,448,12,0.0,0.0,2018-01-02 01:09:11.110,WVYO0RC6E01XIVE5DA0W
83,11,50839,37,13,0.1,0.0,2018-03-01 01:28:56.530,VCHEQVSD6274PCSZ703Y
84,13,82545,122,21,0.1,0.0,2018-03-08 09:44:07.370,UFH5W5MHGKFC20JH99VJ
85,7,64880,328,17,0.0,0.0,2018-04-18 19:42:16.190,8XUSTJM66AWY91WZ9UP6
86,15,45426,98,12,0.0,0.0,2018-03-26 17:54:23.410,PISSNB9HXQ8E4LIND2MZ
87,3,17448,356,5,0.0,0.0,2018-03-01 08:03:15.780,99IDSZMH0E5DWIE1068D
88,7,66538,122,17,0.0,0.0,2018-01-23 18:58:31.400,9JOJ4GECVR36LG8AEUCM
89,20,47301,431,12,0.0,0.0,2018-03-28 21:52:54.140,WC21823LCWEMMZQTUOI8
90,14,72059,428,19,0.0,0.0,2018-03-03 18:49:18.940,5N26A25RLCVQOD7MHWEA
91,11,30201,29,8,0.0,0.0,2018-04-05 02:57:25.850,IUPJZGHHJ6TDURO0UX0X
92,7,23155,304,6,0.2,0.0,2018-02-09 10:44:50.200,RKIVXMJ6DR4YEMSCNBLN
93,7,42117,57,11,0.0,0.0,2018-01-31 05:51:28.800,162CTLIMMYDCXRA7N2UY
94,11,18164,124,5,0.1,0.0,2018-02-25 00:18:08.910,6EPFG5WN7MFAJPEGJ311
95,23,8222,337,3,0.0,0.0,2018-01-24 17:24:25.190,QSQLGUH5Z9QPZVRCXCGL
96,9,22604,22,6,0.0,0.0,2018-01-11 17:43:32.740,FCY2D2WR4YTXPGLYT0AE
97,21,1358,78,1,0.1,0.0,2018-01-30 12:35:48.080,8DOKJUM3MQKFMAGSJ3SL
98,4,63272,182,17,0.1,0.0,2018-01-02 18:33:10.390,UAXS9E5E3C56F7YAHU89
99,17,92090,124,24,0.2,0.0,2018-03-24 15:29:24.980,I78H3546AWIT4D2QS9FG
100,23,6361,103,2,0.0,0.0,2018-05-01 06:55:00.960,JDF863IH28KBQC3PA691
101,10,42951,426,11,0.0,0.0,2018-01-09 07:23:37.120,SFMDBTVJOKSTYZTT9X1M
102,10,75568,362,20,0.0,0.0,2018-02-26 02:27:28.740,8OYID1Z1I35FHQYSVUAM
103,10,11920,296,4,0.0,0.0,2018-04-09 16:58:35.010,DORHSC9W088EJKRNUYSW
104,2,93915,124,24,0.0,0.0,2018-01-16 13:39:50.790,6HNDG9V0E2R0QU070LOP
105,2,74910,347,19,0.0,0.0,2018-05-03 16:07:52.080,HUX0Y5640WIQF6634B3E
106,22,68565,374,18,0.0,0.0,2018-04-08 20:20:44.160,M6HESPRGTC36DONPDH4O
107,2,7893,39,2,0.1,0.0,2018-03-31 13:25:55.960,D68AAOT3W9LB9VNGM6FE
108,23,49626,138,13,0.0,0.0,2018-01-11 07:25:52.150,6JEJ1HJDRTZPZ9Z84H1Y
109,8,47963,108,13,0.2,0.0,2018-03-06 19:43:20.310,X3IV4TZ9RBOA76MTQ869
110,6,90100,429,23,0.0,0.0,2018-03-04 15:34:32.640,5FLM9MN7HODGB9GWOXOK
111,8,54608,165,14,0.1,0.0,2018-04-28 16:32:26.030,0IAFR2DEE8VOMRNW8U7B
112,3,23900,203,7,0.0,0.0,2018-03-13 07:54:23.590,9NATWW6X2BIPL5XA7IJA
113,20,87061,210,23,0.0,0.0,2018-02-01 05:14:01.150,3FISPHTZF3G92QV0LV57
114,8,11358,366,3,0.0,0.0,2018-04-24 17:15:26.260,BXCY1MPM1CO0867S06FC
115,10,43033,431,11,0.2,0.0,2018-01-15 20:03:33.510,M71GIE2ALMD3BRH5UOV3
116,8,67359,87,18,0.0,0.0,2018-02-26 05:00:51.640,DRS8UJN7LOQUJOQBHI7M
117,21,49113,189,13,0.0,0.0,2018-03-29 23:36:54.830,GPAXWEPM6IJ8K9F98NVE
118,3,28246,240,8,0.0,0.0,2018-03-06 03:38:08.400,0XN8R2RUC5NH1X2IBX5Y
119,5,45532,158,12,0.0,0.0,2018-02-06 21:27:45.610,E66MZFA19UC78GSMO5CX
120,4,30910,252,8,0.0,0.0,2018-03-01 11:21:41.040,UDVRIBDQWQPGHLRGMSMH
121,4,2529,378,1,0.0,0.0,2018-02-10 08:58:38.010,2AB9SH9VMSS0TKSAUG4W
122,19,17431,325,5,0.0,0.0,2018-01-04 07:15:01.740,D4MRRV052DPGYS2KIQU3
123,23,62666,67,16,0.0,0.0,2018-01-23 18:25:14.450,AXXGO0Y5RBIKHP6PI1M8
124,15,83172,63,22,0.0,0.0,2018-03-23 20:29:56.120,KF3JUSQQCQ9SG36PA3U2
125,5,68047,408,18,0.0,0.0,2018-04-19 15:21:20.470,A16WH2WU0P8U4PITXT87
126,13,17565,59,5,0.0,0.0,2018-03-30 21:10:53.340,FL9R1LZZ7XR6Q9DWNDPU
127,16,556,237,1,0.0,0.0,2018-01-23 22:37:07.510,B01YBDNVD9LUKVGX5FHW
128,23,15959,190,5,0.2,0.0,2018-01-01 17:25:25.840,SRGODG5W9GJDJ3K8TP8B
129,21,71159,198,19,0.0,0.0,2018-01-21 20:16:41.590,UN6B6EWZIX8Y0J8K9YWI
130,16,4801,41,2,0.0,0.0,2018-04-03 22:44:07.750,3T2H1RVPBQ8KRY4AC718
131,4,76636,84,20,0.0,0.0,2018-01-07 06:28:42.540,RIAFIKCNJRBT5RT4U4M1
132,1,83001,45,22,0.0,0.0,2018-04-11 02:26:26.420,670D9L4AXQU91BBR1I7J
133,20,71152,248,19,0.0,0.0,2018-04-19 09:59:51.230,RYWQL7A5H2F7NLAA19Y7
134,19,33333,291,9,0.1,0.0,2018-04-03 22:31:16.670,M1GK3FICSMEH8E83NNET
135,8,73033,401,19,0.1,0.0,2018-02-13 12:56:03.050,FNF1EQ0G099BO5XF6IRS
136,23,23994,54,7,0.2,0.0,2018-04-06 09:29:53.540,OG0QE616ELKD87D1IPPH
137,8,33297,152,9,0.0,0.0,2018-02-01 08:10:36.110,SD55K9BOG5M1CQ7EBZJY
138,10,55683,365,15,0.0,0.0,2018-02-13 11:49:05.740,MNOXFXKDOT2AWW3UKUXQ
139,11,7636,227,2,0.0,0.0,2018-03-14 17:36:15.290,XGYCWG5M6P5JM6PH84BR
140,8,95074,407,25,0.0,0.0,2018-01-10 23:21:32.030,SBJQFU4JR4L7RP7QLJHE
141,13,37533,59,10,0.0,0.0,2018-05-05 04:28:27.450,H3XR9QDDBQMZ844ELGM1
142,4,66582,218,17,0.0,0.0,2018-02-19 00:37:23.620,EKJBVGHQMKUCIA7MZ53Q
143,23,18575,14,5,0.2,0.0,2018-03-28 23:15:11.090,FEZ8IK3BZ2UDO3JDGE9W
144,14,55960,3,15,0.0,0.0,2018-01-25 06:18:21.500,P5RNPTWRLAIAWZ6K3CWE
145,6,17451,263,5,0.0,0.0,2018-03-15 02:16:52.910,NIZYU7O9JRUUJQ87LTQ6
146,9,6301,278,2,0.1,0.0,2018-01-23 19:03:02.250,DRB2S4CTD1CI71NSOVM7
147,11,34853,94,9,0.0,0.0,2018-01-09 05:30:49.040,2JNGC8YCHJ67U9QOW23C
148,23,30759,143,8,0.2,0.0,2018-02-15 12:36:02.540,6QIBBOKFWX4Y1B8NMFVE
149,1,73891,146,19,0.1,0.0,2018-02-10 04:14:35.390,VH6BCSX3STIV2VS551JD
150,15,39622,250,11,0.0,0.0,2018-04-07 12:23:33.560,LM18TXH09M8YZB8B0YVN
151,11,72250,285,19,0.0,0.0,2018-02-21 18:06:37.910,44L2ZFFIHEC0KAV42JVF
152,19,71872,290,19,0.0,0.0,2018-04-05 08:57:39.690,I6AX3KKU42NQKGHF6UH1
153,22,17740,25,5,0.0,0.0,2018-04-04 21:05:24.780,S8VXE1D6YF077MYB5VVV
154,13,61181,325,16,0.2,0.0,2018-01-24 04:07:43.940,CBOAZTDOWPDELQXEZOJ6
155,19,3833,177,1,0.0,0.0,2018-03-21 21:56:22.950,6NMICUJ40YM5UFW7NF7Z
156,15,25521,102,7,0.0,0.0,2018-01-06 00:08:35.370,2PNTMV0X57CP06O1RMZU
157,11,12903,295,4,0.0,0.0,2018-02-03 08:02:14.290,VQR8RA06C8B753XZOQYI
158,19,27507,233,7,0.0,0.0,2018-01-17 20:28:38.880,VR9GU886VT74X7YVLVLZ
159,20,25869,169,7,0.2,0.0,2018-02-05 22:18:30.320,SY0IU2Q13V1BDZZHRX2S
160,13,57346,288,15,0.0,0.0,2018-02-03 18:56:58.740,HF428WY43VCJG2T9YZ5H
161,7,68009,137,18,0.1,0.0,2018-03-16 21:43:36.640,SX6SJ7ZDUYJ7PBIWFM6R
162,2,90694,302,23,0.1,0.0,2018-03-30 20:00:30.110,Z0OSXW58SXWAVPIX9OPZ
163,2,77227,393,20,0.0,0.0,2018-04-29 11:09:10.570,9XTCQRBCJCZP8SWH0MAU
164,15,43163,68,11,0.1,0.0,2018-04-11 20:59:12.570,10NWULZY5YGS5Q3UG65U
165,2,13465,346,4,0.0,0.0,2018-02-26 09:05:50.100,9LWKNXLG91F5M7W6GW5B
166,8,70367,121,18,0.0,0.0,2018-01-18 14:05:59.600,DDJX21TMJG5Z9REQB6OD
167,7,51508,408,14,0.1,0.0,2018-04-02 21:54:32.370,WW1NJJ6N09ZIHW7DNLVS
168,1,53729,372,14,0.0,0.0,2018-03-09 06:42:44.480,PL95CFIG4QHYWGHHAIIN
169,1,37085,418,10,0.0,0.0,2018-03-12 04:19:23.210,J66HRV7DNKTKO6ARH63O
170,10,19039,377,5,0.0,0.0,2018-02-18 10:33:39.970,VIIKLFPVD2D5U5E3NKKA
171,1,34062,388,9,0.0,0.0,2018-01-25 20:50:15.520,H5OD7A6PSBEYRONNX6GH
172,12,92189,276,24,0.0,0.0,2018-02-14 11:47:49.090,AHFFU1VNTMJD4DDU6E5J
173,16,20611,14,6,0.0,0.0,2018-05-01 10:01:53.110,KRZ63HQFQD4TL7N8XC9A
174,20,49217,204,13,0.0,0.0,2018-01-27 22:06:13.580,YPVKMAATQSAYBPQG8RJ5
175,14,92136,193,24,0.0,0.0,2018-03-06 06:53:13.600,38FKI6PL91W84M24LG6F
176,1,34706,160,9,0.0,0.0,2018-05-01 08:21:14.390,ZLTUAHXSPLP5UUGF033L
177,20,97615,311,25,0.0,0.0,2018-02-15 07:59:50.650,HREQ72OCMADPL3NLQ8OR
178,9,6706,64,2,0.0,0.0,2018-05-08 12:06:52.950,JG629RLOLC2UDIUE43F9
179,10,65722,253,17,0.0,0.0,2018-01-09 18:13:03.200,2ACG8RTUAVEUFXA7NXB3
180,20,61746,130,16,0.0,0.0,2018-03-27 20:18:18.220,1XAU7LS6L49ICH6UL10R
181,3,81471,418,21,0.0,0.0,2018-03-22 15:40:04.290,BHNZYKJ7G646S1C1L051
182,16,68557,95,18,0.0,0.0,2018-04-17 10:01:04.970,OR5C2G4C2VACTPGMV909
183,23,40827,45,11,0.1,0.0,2018-03-31 13:10:50.460,5X5CKFUTZ0UQ6NQINV4F
184,7,31537,401,8,0.0,0.0,2018-02-23 07:53:08.040,EATUZBVFQR5RNITZ0I0A
185,6,31310,208,8,0.0,0.0,2018-02-11 04:37:29.830,2VGLM2Q37DWT4RNCIK3Y
186,9,4765,246,2,0.2,0.0,2018-02-10 21:31:02.850,89PYJ4WJND35BBFD8C95
187,2,65261,21,17,0.0,0.0,2018-01-07 05:21:01.630,JD8XJR5MHXXB4TLQN3XT
188,7,9972,376,3,0.0,0.0,2018-03-27 05:52:07.290,K0TOSF7ZA8TS2PVG0ZDR
189,23,29500,114,8,0.0,0.0,2018-01-14 00:34:53.720,5F6T6HTMK8CCRZDF9QBX
190,16,47513,299,13,0.0,0.0,2018-02-08 12:47:27.670,7P3J13QAM3K2NEKMVMYE
191,13,11092,211,3,0.0,0.0,2018-03-04 01:27:39.250,PZHGBQH0R92T9XQ3A4D3
192,13,5790,371,2,0.0,0.0,2018-01-15 11:41:57.230,X4R94KTSE4DJAIPL2QD8
193,13,29815,197,8,0.0,0.0,2018-01-08 13:30:35.410,VUI9DGTJKHKA1RVP666O
194,22,49049,392,13,0.2,0.0,2018-02-08 22:39:16.550,D5O9ZF1H7E0V12A90Q3Z
195,2,27066,270,7,0.0,0.0,2018-03-06 01:37:55.390,TMS98RTVVJ7K2HPTZE1S
196,11,45599,210,12,0.0,0.0,2018-02-05 08:27:57.330,C3JFZOKG6G2OYKIWZQO7
197,2,88114,278,23,0.0,0.0,2018-03-01 13:28:13.060,CUTBZKLG0C277GJ8U829
198,8,74172,399,19,0.2,0.0,2018-04-26 02:15:58.530,P34V3X6X0ODKF08Q303Z
199,13,42496,110,11,0.1,0.0,2018-04-07 21:12:31.410,53ZHR3YN5HLY7MROGVNE
200,21,45844,143,12,0.0,0.0,2018-02-25 12:10:53.310,0OPMRFBIQ8Y9EJZ5DCT8
201,3,53552,323,14,0.0,0.0,2018-03-01 21:08:29.880,V6RM7DH1N5GLG4FAVZON
202,10,79884,174,21,0.0,0.0,2018-03-11 22:48:04.570,E9NPS3RJ2IT695HYZJ1U
203,23,92433,178,24,0.0,0.0,2018-04-15 08:16:39.340,22INYEKVHD5K5GX3XFAP
204,14,54852,221,14,0.1,0.0,2018-05-01 17:40:55.420,KMMF7ZYCWFMTMB651UO7
205,15,5561,315,2,0.0,0.0,2018-03-13 15:33:18.030,L5OL3OKU24R4ZHGV8QFM
206,23,78820,9,20,0.1,0.0,2018-01-08 06:18:48.810,LXJRI4QYWKMITZGYT4AD
207,3,51262,277,13,0.0,0.0,2018-04-13 22:55:46.580,TAUONUQ9S38K5075TKKU
208,2,67283,273,18,0.0,0.0,2018-03-08 22:59:11.200,5J4M5IZXFM480RMO3VA0
209,22,67804,132,18,0.0,0.0,2018-03-29 21:14:30.350,4HDXNZ9SZJQJMNRQ2HBQ
210,19,67886,17,18,0.0,0.0,2018-03-30 13:35:08.560,DH3C48KHQP9T612QOHJQ
211,18,26666,243,7,0.0,0.0,2018-03-30 16:08:44.730,F3EPE3VX0DY9CQZALJQO
212,3,6197,231,2,0.1,0.0,2018-02-04 19:55:21.340,9TGPFMOZDZS08XDPNP4P
213,9,60545,433,16,0.1,0.0,2018-01-09 02:15:35.670,PCAKUA2G3YS1S6AYZZH6
214,1,62882,39,16,0.0,0.0,2018-03-21 02:00:12.100,MD683TLKYTMZSJG54KBM
215,11,74635,323,19,0.0,0.0,2018-03-24 03:16:54.450,A10ZFR3RNQMIL3Y4BQHH
216,14,98212,43,25,0.0,0.0,2018-04-08 11:42:31.680,55620MTSUE6KEBC59O1H
217,3,49867,258,13,0.0,0.0,2018-05-09 06:49:39.660,A2ZG6FI1TTT5N5WUWE4A
218,19,45691,445,12,0.0,0.0,2018-03-07 03:16:02.530,SCGY6RMY22GZ1U26LU7A
219,10,11853,312,4,0.0,0.0,2018-03-01 16:21:42.730,1KCFQ6GBD9W6VIQJIZOW
220,16,8701,100,3,0.0,0.0,2018-01-16 11:34:47.240,QRD5MBTNAKX07QR3JFK5
221,7,5106,100,2,0.0,0.0,2018-01-12 08:44:57.970,PSKS6CBN3UIEOATZ94UM
222,23,41537,32,11,0.0,0.0,2018-01-07 16:02:25.080,2PY6NRZFZJ3QF1YTDFZI
223,1,24229,258,7,0.1,0.0,2018-02-24 06:07:50.750,7PFLIFX39BQJYM3LLIKC
224,8,88332,119,23,0.2,0.0,2018-02-01 15:31:55.540,4AEN89V6VOV4OVZIL5B1
225,21,7948,166,3,0.0,0.0,2018-04-26 09:06:00.730,P8D7HEV7SXE6S2E0X962
226,11,28272,17,8,0.0,0.0,2018-01-11 09:08:18.290,EMUFAR32ZD8AVF21GRUZ
227,22,62375,80,16,0.0,0.0,2018-02-06 22:17:13.680,3RGYVSKHNV4ZFAMIS6NR
228,18,70321,74,18,0.0,0.0,,SJ5VWMCZHIC2XBUEHEZJ
229,19,22152,387,6,0.1,0.0,2018-03-23 11:22:36.550,CI4BG4GINL78UA7A2Z57
230,4,46537,436,12,0.0,0.0,2018-04-02 20:28:18.190,6CSWIZR4BRN8KG11KGIW
231,22,45352,335,12,0.0,0.0,2018-01-29 22:25:16.260,TX5U20M3EFTB265BEY4O
232,13,23443,364,6,0.0,0.0,2018-03-02 18:53:01.330,CTJZAU68IINB0CFN2FZ4
233,19,62970,407,16,0.0,0.0,2018-03-01 05:43:52.130,WBUXH9VP5ID73G3LUS5G
234,12,19879,110,6,0.0,0.0,2018-01-31 14:54:21.540,WX5Z1TQOCJ5KDFIO2SKA
235,18,8194,259,3,0.0,0.0,2018-03-24 06:02:09.900,C0A3XVC17MTN50EPXFG5
236,16,1587,244,1,0.0,0.0,2018-01-26 23:09:48.330,SZ7NQ1LXSZL5CJXVW4XD
237,17,74883,370,19,0.1,0.0,2018-01-11 16:51:59.720,5WCW7F3Z4C45HK02G7UQ
238,9,84735,276,22,0.1,0.0,2018-01-03 01:44:25.630,EM8ITGHU1AIRDN2VQILH
239,15,25976,86,7,0.0,0.0,2018-04-08 19:29:55.040,NMG0UZWSGX3NJQA4EEYM
240,6,51249,200,13,0.1,0.0,2018-04-21 16:19:50.010,32LD4WX7PO895QZRIYHK
241,6,52263,422,14,0.0,0.0,2018-02-03 22:18:41.010,LDF4TWSRC3NVSKKUMQ2Y
242,1,96738,200,25,0.0,0.0,2018-03-08 22:35:16.280,Q8UEE0ACVGH13HO69A05
243,8,40927,245,11,0.0,0.0,2018-03-10 06:21:50.440,CLLDC5EWW8EMGU4KQFWI
244,5,60374,98,16,0.0,0.0,2018-05-07 08:37:36.940,HN5TP2WOCF2T4EN901UV
245,22,20848,57,6,0.0,0.0,2018-02-23 10:59:45.160,Z73FMNKLIV3M1VYFJN3I
246,11,4895,433,2,0.0,0.0,2018-03-20 20:38:42.950,JSCTCGHBPD2MZHF2E2FC
247,4,44005,391,12,0.0,0.0,2018-01-28 05:32:17.900,TJY63JOUGDQD7GERLA72
248,13,65692,159,17,0.0,0.0,2018-01-07 09:26:21.550,SH102DIC4LN65P8DM8WS
249,11,73174,70,19,0.1,0.0,2018-02-27 11:30:23.320,90B9R10BTR89T02W5156
250,11,27613,228,7,0.2,0.0,2018-03-27 19:22:22.110,CS362R6DY2AASJHQRACH
251,8,94492,405,24,0.0,0.0,2018-04-06 13:55:23.720,BTFXCO6HG7RMZX882P9U
252,7,42423,286,11,0.1,0.0,2018-02-06 01:38:17.670,UPXZ0HK6ERSOH0YN9Q3Z
253,22,62319,87,16,0.2,0.0,2018-05-04 10:12:10.540,IUJOTM9IOK2N1H4IXB6M
254,21,33795,10,9,0.0,0.0,2018-02-25 09:54:15.800,2GYXHW9KSZ6V2CUEB6UB
255,15,40739,43,11,0.0,0.0,2018-03-23 09:37:44.170,Q6Q1FJT5CEWDLFEKQBPZ
256,3,12016,292,4,0.0,0.0,2018-02-14 03:25:55.330,WLWSZ593M5CBMB98W2DG
257,10,55656,368,15,0.0,0.0,2018-02-23 05:06:04.800,GLAIGWFTKU4BQTLU9GDK
